stage_name,family_birth_name,given_first_name,gender,role_type,start_year,end_year,birth_year,death_year,birth_country,,,,,,
Karin Dor,Dor,Karin,F,lead,1962,1973,,,Germany,,,,,,
Ann Doran,Doran,Ann,F,character,1938,1971,1914,,USA,,,,,,
Stephen Dorff,,,M,musician,1994,,,,USA,,,,,,
Angela Dorian,,,F,,,,,,,,,,,,
Francoise Dorleac,Dorleac,Francoise,F,lead,1964,1967,1941,1967,France,,,,,,
Dolores Dorn,Dorn-Heft,D,F,,1954,1980,1935,,USA,,,,,,
Philip Dorn,vanDongen,Frits,M,sincere,1940,1951,1905,1975,Holland,,,,,,
Sandra Dorn,Dorn,Sandra,F,tawdry,1945,1972,1925,,Great Britain,,,,,,
Diana Dors,Fluck,Diana,F,blonde good-time girl,1946,1976,1931,1984,Great Britain,,,,,,
Fifi DOrsay,Lussier,Yvonne,F,vivacious,1930,1965,1904,1983,Canada,,,,,,
Gabrielle Dorziat,Moppert,G,F,character,1880,1979,1880,1979,France,,,,,,
Susana Dosamantes,,,F,,,,,,,,,,,,
Roy Dotrice,Dotrice,Roy,M,senile,1965,1982,1923,,Great Britain,,,,,,
Catherine Doucet,Green,Catherine,F,imposing presence,1933,1949,1875,1958,USA,,,,,,
Diana Douglas,,,F,,,,,,,,,,,,
Donald Douglas,Douglas,Donald,M,quiet-spoken,1934,1946,1905,1945,USA,,,,,,
Donna Douglas,Douglas,Donna,F,blonde supporting,1962,1966,1933,,USA,,,,,,
Kent Douglas,,,M,,,,,,,,,,,,
Kirk Douglas,Demsky,Issur Danielovitch,M,tense, virile, intelligent hero,1983,[4.48][9.162],1916,,USA,,,,
Melvyn Douglas,Hesselberg,Melvyn,M,suave, polished,1931,[4.107],1901,1981,USA,,,,,
Michael Douglas,Douglas,Michael,M,lead,1970,1983,1945,,USA,,,,,,
Paul Douglas,Douglas,Paul,M,burly, comedy sense,1948,,1907,1959,USA,,,,,
Robert Douglas,Finlayson,Robert Douglas,M,lead,1931,1964,1909,,USA,,,,,,
Robyn Douglas,,,,,,,,,,,,,,,
Sarah Douglas,,,F,,,,,,,,,,,,
Brad Dourif,Dourif,Brad,M,character,1976,1981,1950,,USA,,,,,,
Billie Dove,Bohny,Lilian,F,lead,1922,1962,1904,1997,USA,,,,,,
Peggy Dow,Varnadow,Peggy,F,strong lead,1949,1951,1928,,USA,,,,,,
Ned Dowd,Dowd,Ned,M,hockey player,1977,,,,USA,,,,,,
Doris Dowling,Dowling,Doris,F,lead,1945,1964,1921,,USA,,,,,,
Joan Dowling,Dowling,Joan,F,teenager,1946,1952,1929,1954,Great Britain,,,,,,
LesleyAnne Down,Down,Lesley-Anne,F,lead,1969,1982,1954,,Great Britain,,,,,,
Robert Downey~jr.,Downey,Robert~jr.,M,ty,1989,1991,1965,,USA,,,,,,
Johnny Downs,Downs,Johnny,M,light lead, dancer,1935,,1913,,USA,,,,,
Betsy Drake,Drake,Betsy,F,sr,1948,,,,USA,,,,,,
Charles Drake,Ruppert,Charles,M,dullish, good-natured,1941,,1914,1994,USA,,,,,
Dona Drake,Novella,Rita,F,livewire,1941,1954,1920,,Mexico,,,,,,
Frances Drake,Drake,Frances,F,lead,1933,1940,1908,,USA,,,,,,
Paul Drake,,,M,,,,,,,,,,,,
Tom Drake,Drake,Tom,F,`boy next door',1944,1975,1918,1982,USA,,,,,,
Patrick Dray,,,M,,,,,,,,,,,,
Alfred Drayton,Varick,Alfred,M,bald, comedy villain,1915,,1881,1949,Great Britain,,,,,
Alex Dreier,Dreier,Alex,M,rotund, character,1972,,1916,,USA,,,,,
Sonia Dresdel,Obee,Lois,F,masterful role,1942,1972,1909,1976,Great Britain,,,,,,
Louise Dresser,Dresser,Louise,F,character,1923,1937,1881,1965,USA,,,,,,
Marie Dressler,Von Koerber,Leila,F,comedy character,1914,1933,1869,1934,USA,,,,,,
Ellen Drew,Ray,Terry,F,vivacious,1936,1957,1915,,USA,,,,,,
Richard Dreyfuss,Dreyfuss,Richard,M,charmer,1968,1981,1948,,USA,,,,,,
Bobby Driscoll,Driscoll,Bobby,M,boy actor,1943,1955,1937,1968,USA,,,,,,
Kate Driver,Driver,Kate,F,beauty,1999,,1969,,Great Britain,,,,,,
Minnie Driver,Driver,Minnie,F,charming,1994,1998,1971,,Great Britain,,,,,,
Joanne Dru,la Coque,Joanne,F,lead,1946,1965,1923,,USA,,,,,,
James Drury,Drury,James,M,second lead,1956,1974,1934,,USA,,,,,,
Don Dubbins,Dubbins,Don,M,second lead,1953,1963,1929,,USA,,,,,,
Lesley Dudley,,,,,,,,,,,,,,,
Pete Duel,Deuel,Peter,M,lead,1969,1970,1940,1971,USA,,,,,,
Howard Duff,Duff,Howard,M,good-looking but shifty,1947,1981,1917,,USA,,,,,,
Julia Duffy,Hinds,Julia,F,young mother,TV,,1951,,USA,,,,,,
Patrick Duffy,,,M,,,,,,,,,,,,
Dennis Dugan,Dugan,Dennis,M,clumsy comic,1976,1977,1948,,USA,,,,,,
Tom Dugan,Dugan,Tom,M,Irish cop or minor criminal,1927,1951,1889,1955,USA,,,,,,
Andrew Duggan,Duggan,Andrew,M,stalwart,1956,1969,1923,,USA,,,,,,
Richard Duggan,,,M,,,,,,,,,,,,
Olympia Dukakis,,,F,,,,,,,,,,,,
David Dukes,Dukes,David,M,lead,1979,1983,,,USA,,,,,,
Keir Dullea,Dullea,Keir,M,nervous,1961,1983,3224],1936,,USA,,,,,
Jane Dulo,,,F,,,,,,,,,,,,
Sandra Dumas,,,F,,,,,,,,,,,,
Gerald duMaurier,,,M,,,,,,,,,,,,
Douglass Dumbrille,Dumbrille,Douglass,M,smooth, suave,1931,,1890,1974,Canada,,,,,
Ralph Dumke,Dumke,Ralph,M,heavily-built supporting,1949,1957,1900,1964,USA,,,,,,
Margaret Dumont,Baker,Margaret,F,comedienne,1929,1964,1889,1965,USA,,,,,,
Faye Dunaway,Dunaway,Faye,F,lead,1967,1984,156,208][9.162],1941,,USA,,,,
Dixie Dunbar,Dunbar,Christina Elizabeth,F,energetic petite chorine,1934,1938,1919,,USA,,,,,,
Archie Duncan,Duncan,Archie,M,burly,1947,1969,1914,1979,Great Britain,,,,,,
Carmen Duncan,,,F,,,,,,,,,,,,
Mary Duncan,Duncan,Mary,F,vamp,1927,1933,1903,,USA,,,,,,
Sandy Duncan,Duncan,Sandy,F,tomboyish,1971,1971,1946,,USA,,,,,,
Victor Dunlop,,,M,,,,,,,,,,,,
Emma Dunn,Dunn,Emma,F,character,1920,1948,1875,1966,Great Britain,,,,,,
James Dunn,Dunn,James,M,genial,1931,1966,1905,1967,USA,,,,,,
Liam Dunn,,,,,,,,,,,,,,,
Michael Dunn,Miller,Gary Neil,M,dwarf,1965,1974,1935,1973,USA,,,,,,
Robert Dunn,,,M,,,,,,,,,,,,
Griffin Dunne,Dunne,Griffin,M,,,,1955,,USA,,,,,,
Irene Dunne,Dunne,Irene,F,gracious, sensible,1930,[4.709],1901,1990,USA,,,,,
Steve Dunne,,,M,,,,,,,,,,,,
Mildred Dunnock,Dunnock,Mildred,F,motherly,1945,1975,1904,1991,USA,,,,,,
Don Dunphy,,,M,,,,,,,,,,,,
Minnie Dupree,Dupree,Minnie,F,sweet old lady,1929,1940,1873,1947,USA,,,,,,
Ann Duprey,,,F,,,,,,,,,,,,
June Duprez,Duprez,June,F,lead,1936,1961,1918,,Great Britain,,,,,,
Paul Dupuis,Dupuis,Paul,M,lead,1945,1950,1916,1976,Canada,,,,,,
Jimmy Durante,Durante,Jimmy,M,long-nosed,1930,1963,1893,1980,USA,,,,,,
Anthony Durbee,,,M,,,,,,,,,,,,
Deanna Durbin,Durbin,Edna Mae,F,CA,1936,1948,1921,,,,,,,,
Charles Durning,Durning,Charles,M,burly,1965,1983,1933,,USA,,,,,,
Monique Dury,,,F,,,,,,,,,,,,
Dan Duryea,Duryea,Dan,M,laconic, long-faced,1941,,1907,1968,USA,,,,,
Robert Duvall,Duvall,Robert,M,nervous villain,1963,1984,156,184],1931,,USA,,,,
Shelley Duvall,Duvall,Shelley,F,,1970,1981,1949,,USA,,,,,,
Ann Dvorak,McKim,Ann,M,smart, sensitive,1929,,1912,1979,USA,,,,,
Peter Dvorsky,,,M,,,,,,,,,,,,
Leslie Dwyer,Dwyer,Leslie,M,plump cockney,1921,1964,1906,,Great Britain,,,,,,
Franklin Dyall,Dyall,Franklin,M,,1930,1949,1874,1950,Great Britain,,,,,,
Valentine Dyall,Dyall,Valentine,M,gaunt, resounding voice,1943,,1908,,Great Britain,,,,,
Cameron Dye,,,M,,,,,,,,,,,,
Bob Dylan,Zimmerman,Robert,M,singer,,,,,USA,,,,,,
Richard Dysart,,,M,,,,,,,,,,,,
William Dysart,,,M,,,,,,,,,,,,
George Dzunda,Dzunda,George,M,,1981,1991,,,,,,,,,
George Eastman,,,M,,1972,,,,,,,,,,
Marilyn Eastman,,,F,,,,,,,,,,,,
Alison Eastwood,,,F,,,,,,USA,,,,,,
Clint Eastwood,Eastwood,Clint,M,tough cop,1955,1988,1930,,USA,,,,,,
Francesca Eastwood,,,F,,1999,,1994,,USA,,,,,,
Kimber Eastwood,,,F,,,,,,USA,,,,,,
Kyle Eastwood,,,,,,,,,,,,,,,
Mary Eaton,Eaton,Mary,F,lead,1923,1929,1901,1948,USA,,,,,,
Shirley Eaton,Eaton,Shirley,F,pneumatic blonde,1956,1968,,,Great Britain,,,,,,
Horst Ebersberg,,,M,,,,,,,,,,,,
Christine Ebersole,,,F,,,,,,,,,,,,
Buddy Ebsen,Ebsen,Christian Rudolf,M,dancer, country,1936,,1908,,USA,,,,,
Maude Eburne,Eburne,Maude,F,diminutive, frowning matron,1930,,1875,1960,USA,,,,,
Eileen Eckhart,,,F,,,,,,,,,,,,
Gosta Eckman~sr.,Eckman,Gosta,M,,1939,,,,Sweden,,,,,,
Gosta Eckman,Eckman,Gosta,M,,1980,,,,Sweden,,,,,,
Hasse Eckman,Hasse,Eckman,,,1936,1960,1915,,Sweden,,,,,,
Hallie Eckstein,,,,,,,,,,,,,,,
Helen Jerome Eddy,Eddy,Helen Jerome,F,character,1916,1940,1897,,USA,,,,,,
Nelson Eddy,Eddy,Nelson,M,romantic singer,1931,1947,1901,1967,USA,,,,,,
Herb Edelman,Edelman,Herb,M,bald, lanky,1967,,1930,,USA,,,,,
Barbara Eden,Huffman,Barbara,F,lead, singer,1956,,1934,,USA,,,,,
Elizabeth Edmonds,,,F,,,,,,,,,,,,
Anthony Edwards,,,M,,,,,,,,,,,,
Blake Edwards,Edwards,Blake,M,,1947,,1922,1971,USA,,,,,,
Cliff Edwards,Edwards,Cliff,M,diminutive,1929,1953,1895,1971,USA,,,,,,
Henry Edwards,Edwards,Henry,M,gentlemanly,1918,1952,1882,1952,Great Britain,,,,,,
James Edwards,Edwards,James,M,black character,1949,1965,1922,1970,USA,,,,,,
Jennifer Edwards,,,F,,,,,,,,,,,,
Luke Edmonds,,,M,,,,,,,,,,,,
Snitz Edwards,,,M,,,,,,,,,,,,
Vince Edwards,Zoine,Vincento Eduardo,M,tough sincere,1951,1983,1928,,USA,,,,,,
Eddie Egan,Egan,Eddie,M,burly,1974,1979,1924,,USA,,,,,,
Richard Egan,Egan,Richard,M,virile,1949,1979,1921,,USA,,,,,,
Julie Ege,Ege,Julie,F,decorative,1970,1974,1943,,Norway,,,,,,
Samantha Eggar,Eggar,Samantha,F,lead,1962,1979,1939,,Great Britain,,,,,,
Lisa Eichhorn,Eichhorn,Lisa,F,lead,1979,1981,1952,,USA,,,,,,
Jill Eikenberry,Eikenberry,Jill,F,lead,1977,1986,1947,,USA,,,,,,
Lisa Eilbacher,,,F,,,,,,,,,,,,
Janet Eilber,,,F,,,,,,,,,,,,
Sally Eilers,Eilers,Sally,F,quiet-spoken,1928,1950,1908,1978,USA,,,,,,
Anthony Eisley,Eisley,Fred,M,sr,1959,,,,,,,,,,
Ike Eisenmann,,,F,,,,,,,,,,,,
Anita Ekberg,Ekberg,Anita,F,statuesque,1953,1992,1931,,Sweden,,,,,,
Britt Ekland,Ekland,Britt-Marie,F,cool blonde,1966,1982,1942,,Sweden,,,,,,
Jack Elam,Elam,Jack,M,laconic, swarthy,1950,,1916,,USA,,,,,
John Eldredge,Eldredge,John,F,mild wimp,1934,1956,1917,1960,USA,,,,,,
Florence Eldridge,MacKechnie,Florence,F,,1923,1966,1901,1988,USA,,,,,,
Hector Elizondo,Elizondo,Hector,M,character,1971,1983,1936,,USA,,,,,,
Duke Ellington,Ellington,Edward,M,musician,,,,,USA,,,,,,
Laura Elliot,Elliot,Laura,F,support,1949,1954,1929,,USA,,,,,,
Biff Elliott,,,M,,,,,,,,,,,,
Denholm Elliott,Elliott,Denholm,M,well-mannered,1949,1983,1922,1992,Great Britain,,,,,,
Frank Elliott,,,M,,,,,,,,,,,,
Jane Elliott,,,F,,,,,,,,,,,,
Robert Elliott,Elliott,Robert,M,lead,1917,1945,1879,1951,Ireland,,,,,,
Sam Elliott,Elliott,Sam,M,lead,1970,1980,1944,,USA,,,,,,
Stephen Elliott,,,M,,,,,,,,,,,,
`Wild Bill' Elliott,Elliott,Gordon,M,burly,1927,1957,1904,1965,USA,,,,,,
Edward Ellis,Ellis,Edward,M,stern,1932,1942,1872,1952,USA,,,,,,
Mary Ellis,Elsas,Mary,F,lead,1934,1961,1900,,USA,,,,,,
Patricia Ellis,OBrien,Patricia Gene,,lead,1932,1939,1916,1970,USA,,,,,,
Robin Ellis,,,,,,,,,,,,,,,
Art Ellison,,,M,,,,,,,,,,,,
Frank Ellison,Smith,Frank Ellison,M,genial,1932,1952,1910,,USA,,,,,,
James Ellison,Smith,James Ellison,M,genial lead,1932,1952,1910,,USA,,,,,,
Isobel Elsom,Reed,Isobel,F,romantic lady,1919,1964,1893,1981,Great Britain,,,,,,
Sallee Elyse,,,F,,,,,,,,,,,,
Faye Emerson,Emerson,Faye,F,,1943,1944,,1983,USA,,,,,,
Hope Emerson,Emerson,Hope,F,brawny,1932,1958,1897,1960,USA,,,,,,
Roy Emerton,Emerton,Roy,M,long-nosed,1932,1944,1892,1944,Great Britain,,,,,,
Dick Emery,Emery,Dick,M,chubby, disguise,1960,,1918,1983,Great Britain,,,,,
Gilbert Emery,Emery,Gilbert,M,character,1929,1945,1875,1945,Great Britain,,,,,,
Robert Emhardt,Emhardt,Robert,M,short and tubby,1952,1976,1916,,USA,,,,,,
Michael Emil,,,M,,,,,,,,,,,,
Fred Emney,Emney,Fred,M,heavyweight, growls,1935,,1900,1980,Great Britain,,,,,
Robert Englund,,,M,,,,,,,,,,,,
Rene Enriquez,,,M,,,,1932,1990,,,,,,,
Henry Ephron,Ephron,Henry,M,sr,,,1911,1992,,,,,,,
Margaret Eppie,,,F,,,,1930,1989,USA,,,,,,
Richard Erdmann,Erdmann,Richard,M,callow, crusty,1944,,1925,,USA,,,,,
Doc Erickson,,,M,,,,,,,,,,,,
Leif Erickson,Anderson,William,M,second lead,1935,1976,1911,1986,USA,,,,,,
John Ericson,Meibes,Joseph,M,lead,1951,1977,1927,,Germany,,,,,,
Krista Errickson,,,F,,,,,,,,,,,,
Leon Errol,Errol,Leon,M,comedian,1930,1948,1881,1951,Australia,,,,,,
Howard Erskine,,,M,,1983,,,,,,,,,,
Stuart Erwin,Erwin,Stuart,M,character comedian,1928,1965,1903,1967,USA,,,,,,
Carl Esmond,Eichberger,Willy,M,haughty, arrogant,1933,,1905,,Austria,,,,,
Jill Esmond,Esmond,Jill,F,lady,1931,,1908,,Great Britain,,,,,,
David Essex,Essex,David,M,pop singer,1970,1980,1947,,Great Britain,,,,,,
Emilio Estevez,,,M,,,,,,,,,,,,
Shari Eubank,,,F,,,,,,,,,,,,
Barry Evans,Evans,Barry,M,light lead,1967,1981,1945,,Great Britain,,,,,,
Clifford Evans,Evans,Clifford,M,lead, character,1936,,1912,,Great Britain,,,,,
Dale Evans,Smith,Frances Octavia,F,cowgirl,1942,1956,1912,,USA,,,,,,
Dame Edith Evans,Evans,Dame Edith,F,distinguished,1915,1976,1888,1976,Great Britain,,,,,,
Gene Evans,Evans,Gene,M,stocky,1948,1977,1922,,USA,,,,,,
Linda Evans,Evans,Linda,F,blonde,1963,1983,1943,,USA,,,,,,
Maurice Evans,Evans,Maurice,M,eloquent,1930,1973,1901,1989,Great Britain,,,,,,
Michael Evans,,,M,,,,,,,,,,,,
Rex Evans,Evans,Rex,M,character,1940,1958,1903,1969,Great Britain,,,,,,
Robert Evans,Evans,Robert,M,bland juvenile,1952,1980,1930,,,,,,,,
Judith Evelyn,Allen,J.E.,F,neurotic woman,1954,1959,1913,1967,USA,,,,,,
Barbara Everest,Everest,Barbara,F,motherly,1931,1962,1890,1968,Great Britain,,,,,,
Chad Everett,Cramton,Raymond,M,handsome lead,1961,1983,1937,,USA,,,,,,
Trish Everly,,,F,,,,,,,,,,,,
Jason Evers,Evers,Herbert,M,general purpose,1970,1977,1922,,USA,,,,,,
John Ewart,,,M,,,,,,,,,,,,
Tom Ewell,Tompkins,S.Yewell,M,comic,1949,1981,1909,,USA,,,,,,
Richard Eyer,,,M,,,,,,,,,,,,
William Eythe,Eythe,William,M,lead,1942,1950,1918,1957,USA,,,,,,
Francoise Fabian,Fabian,Francoise,F,lead,1956,1977,1935,,Spain,,,,,,
Fabio,Lanzoni,Fabio,M,sexy,,,1961,,Italy,,,,,,
Nanette Fabray,Fabares,Nanette,F,comedy,1939,1981,1920,,USA,,,,,,
Aldo Fabrizi,Fabrizi,Aldo,M,character,1945,1968,1905,1990,Italy,,,,,,
Douglas Fairbanks~sr,Ullman,Douglas,M,swashbuckling,1915,1934,1883,1939,USA,,,,,,
Douglas Fairbanks~jr.,Fairbanks,Douglas~jr.,M,debonair,1920,1981,1909,,USA,,,,,,
Sydney Fairbrother,Tapping,Sydney,M,character,1916,1938,1873,1941,Great Britain,,,,,,
Morgan Fairchild,Fairchild,Morgan,F,lead,1978,1981,1950,,USA,,,,,,
Adam Faith,Nelhams,Terence,M,,1960,1974,1940,,Great Britain,,,,,,
Eduardo Fajardo,,,M,,,,,,,,,,,,
Lola Falana,,,F,,,,,,,,,,,,
Fabray Falconetti,,,F,,,,,,,,,,,,
Peter Falk,Falk,Peter,M,fast-talking, cast-eyed,1958,,1927,,USA,,,,,
Deborah Fallender,,,F,,,,,,,,,,,,
Dennis Lee Falt,,,M,,,,,,,,,,,,
Sergio Fantoni,Fantoni,Sergio,M,lead,1960,1971,1930,,Italy,,,,,,
Daniel Faraldo,,,M,,,,,,,,,,,,
Amy Farber,,,F,,,,,,,,,,,,
Maria Farebrother,,,F,,,,,,,,,,,,
Violet Farebrother,,,F,,,,,,,,,,,,
James Farentino,Farentino,James,M,lead,1964,1983,1938,,USA,,,,,,
Antonio Fargas,Fargas,Antonio,M,bear,1969,1978,,,USA,,,,,,
Chris Farley,Farley,Chris,M,fat comic,1997,,,,USA,,,,,,
Frances Farmer,Farmer,Frances,F,lead,1927,1958,1914,1970,USA,,,,,,
Mimsy Farmer,Farmer,Mimsy,F,lead,1963,1980,1945,,USA,,,,,,
Richard Farnsworth,,,M,,,,,,,,,,,,
Dustin Farnum,Farnum,Dustin,M,,1914,,,,USA,,,,,,
Franklyn Farnum,Farnum,Franklyn,M,silent western lead,,,1876,1961,USA,,,,,,
William Farnum,Farnum,William,M,silent lead,1914,1952,1876,1953,USA,,,,,,
Derek Farr,Farr,Derek,M,lead,1940,1968,1912,,Great Britain,,,,,,
Felicia Farr,,,F,,,,,,,,,,,,
Jamie Farr,Farr,Jamie,M,long-nosed comic,1965,1973,,,USA,,,,,,
David Farrar,Farrar,David,M,tall, virile,1938,,1908,,Great Britain,,,,,
Derek Farr,Farr,Derek,M,lead,1940,1955,,1986,,,,,,,
Geraldine Farrar,Farrar,Geraldine,F,dramatic,1915,1920,1882,1967,USA,,,,,,
Charles Farrell,Farrell,Charles,M,gentle,1923,1960,1901,,USA,,,,,,
Charles Farrell,Farrell,Charles,M,character,1931,1958,1901,1990,Ireland,,,,,,
Glenda Farrell,Farrell,Glenda,F,comedienne,1930,1968,1904,1971,USA,,,,,,
Nick Farrell,,,M,,,,,,,,,,,,
Sharon Farrell,Farrell,Sharon,F,general purpose,1959,1979,,,USA,,,,,,
Mia Farrow,Farrow,Maria,F,lead,1964,1983,1945,,USA,,,,,,
Stephanie Farrow,,,F,,1983,,,,,,,,,,
Tisa Farrow,,,F,,,,,,,,,,,,
Rainer Fassbinder,Fassbinder,Rainer Werner,,lead),1969,1975,1945,1982,Germany,,,,,,
Graham Faulkner,,,M,,,,,,,,,,,,
James Faulkner,,,M,,,,,,,,,,,,
Farrah Fawcett,FawcettMajors,Farrah,F,pin-up,1971,1980,1947,,USA,,,,,,
Michelle Fawden,,,F,,,,,,,,,,,,
Alice Faye,Leppert,Alice,F,wry, singer,1934,,1912,1992,USA,,,,,
Frank Faylen,Ruf,Frank,M,bartender, sherriff, gangster,1968,,1907,,USA,,,,
Louise Fazenda,Fazenda,Louise,F,lead,1922,1939,1895,1962,USA,,,,,,
Lynne Federicks,,,F,,,,,,,,,,,,
Birgitte Federspiel,,,F,,,,,,,,,,,,
Bekim Fehmiu,Fehmiu,Bekim,M,stalwart,1966,1977,1932,,Czechoslovakia,,,,,,
Frances Feist,,,F,,,,,,,,,,,,
Fritz Feld,Feld,Fritz,M,dapper comedian,1929,1981,1900,,Germany,,,,,,
Marty Feldman,Feldman,Marty,M,pop-eyed comic,1969,1983,1933,1982,Great Britain,,,,,,
Barbara Feldon,Feldon,Barbara,F,lead,1967,1979,1939,,USA,,,,,,
Tovah Feldshuh,Feldshuh,Tovah,F,lead,1973,1983,,,USA,,,,,,
Maria Felix,Felix,Maria,F,strong personality,1947,1955,1915,,Mexico,,,,,,
Norman Fell,Fell,Norman,M,sad-looking,1961,1981,1928,,USA,,,,,,
Rockliffe Fellowes,Fellowes,Rockliffe,M,general purpose,1917,1934,1885,1950,Canada,,,,,,
Edith Fellows,Fellows,Edith,F,teenage star,1932,1947,1923,,USA,,,,,,
Hansjoerg Felmy,Felmy,Hansjoerg,M,lead,1956,1966,1931,,Germany,,,,,,
Verna Felton,Felton,Verna,F,character,1950,1960,1890,1966,USA,,,,,,
Sherilyn Fenn,Fenn,Sherilyn,F,sexy,1985,1993,1965,,,,,,,,
Sylvie Fennec,Fennec,Sylvie,M,,1989,,,,Belgium,,,,,,
Willie Fennell,,,M,,,,,,,,,,,,
Frank Fenton,Fenton,Frank,M,general purpose supporting,1942,1958,1906,1957,USA,,,,,,
Pamelyn Ferdin,,,F,,,,,,,,,,,,
Elsie Ferguson,Ferguson,Elsie,F,lead,1917,1927,1883,1961,USA,,,,,,
Frank Ferguson,Ferguson,Frank,M,toothy,1942,1968,1899,1978,USA,,,,,,
J. Don Ferguson,,,M,,,,,,,,,,,,
Jane Ferguson,,,F,,,,,,,,,,,,
Fernandel,Contandin,Fernand,M,rubber-faced,1937,1967,1903,1971,France,,,,,,
Wilhelmina Fernandez,Fernandez,Wilhelmina Wiggins,F,singer,1981,,,,,,,,,,
Conchata Ferrell,Ferrell,Conchata,F,character,1978,1981,1943,,USA,,,,,,
Jose Ferrer,Ferrer y Centron,Jose Vincente,M,distinguished,1948,1983,1909,1992,USA,,,,,,
Mel Ferrer,Ferrer,Mel,M,sensitive-looking,1949,1981,1917,,USA,,,,,,
Benoit Ferreux,,,M,sensitive,1970,,1955,,France,,,,,,
Noel Ferrier,,,F,,,,,,,,,,,,
Lou Ferrigno,,,M,,,,,,,,,,,,
Gabrielle Ferzetti,Ferzetti,Pasquale,M,lead,1948,1976,1925,,Italy,,,,,,
Stepin Fetchit,Perry,Lincoln,M,slow moving black servant,1929,1953,1898,1985,USA,,,,,,
Edwige Feuillere,Cunati,Edwige,F,distinguished,1930,1964,1907,,France,,,,,,
Lewis Fiander,Fiander,Lewis,M,,1971,1978,1938,,Australia,,,,,,
John Fiedler,Fiedler,John,M,mild, bespectacled,1957,,1925,,USA,,,,,
Betty Field,Field,Betty,F,,1939,1968,1918,1973,USA,,,,,,
Karen Field,,,F,,,,,,,,,,,,
Mary Field,Field,Mary,F,prissy spinster,1941,1948,1905,,USA,,,,,,
Sally Field,Field,Sally,F,diminutive neatnick,1965,1993,1946,,USA,,,,,,
Shirley Anne Field,Field,Shirley Anne,F,lead,1956,1966,1938,,Great Britain,,,,,,
Sid Field,Field,Sid,M,comedian,1946,1948,1904,1950,Great Britain,,,,,,
Virginia Field,Field,Margaret Cynthia,F,second lead,1935,1965,1917,,Great Britain,,,,,,
Edward Fielding,,,M,,,,,,,,,,,,
Fenella Fielding,Fielding,Fenella,F,outrageously exaggerated roles,1962,1969,1930,,Great Britain,,,,,,
Margaret Fielding,,,F,,,,,,,,,,,,
Marjorie Fielding,Fielding,Marjorie,F,strict but kindly gentlewomen,1943,1953,1892,1956,Great Britain,,,,,,
Charles Fields,,,M,,,,,,,,,,,,
Gracie Fields,Stansfield,Gracie,F,inimitable voice,1931,1945,1898,1979,Great Britain,,,,,,
W.C. Fields,Dukenfield,William Claude,M,jolly,,,696],,,USA,,,,,
Tom Filer,,,M,,,,,,,,,,,,
Dennis Fimple,,,M,,,,,,,,,,,,
Flora Finch,Finch,Flora,F,,,,1869,1940,Great Britain,,,,,,
Jon Finch,Finch,Jon,M,lead,1970,1978,1941,,Great Britain,,,,,,
Peter Finch,Finch,Peter,M,thoughtful-looking,1937,1976,1916,1977,Great Britain,,,,,,
T.G. Finkbinder,,,M,,,,,,,,,,,,
Frank Finlay,Finlay,Frank,M,,1962,1982,1926,,Great Britain,,,,,,
James Finlayson,Finlayson,James,M,`double take and fade away',1921,1951,1877,1953,Great Britain,,,,,,
William Finley,,,M,,,,,,,,,,,,
Warren Finnerty,,,M,,,,,,,,,,,,
Albert Finney,Finney,Albert,M,,1959,1983,1936,,Great Britain,,,,,,
Shirley Jo Finney,,,F,,,,,,,,,,,,
Elena Fiore,,,F,,,,,,,,,,,,
Eddie Firestone,,,M,,,,,,,,,,,,
Peter Firth,Firth,Peter,M,juvenile character lead,1971,1983,1953,,Great Britain,,,,,,
Frances Fisher,,,F,,,,1952,,USA,,,,,,
O.W. Fischer,Fischer,O.W.,M,lead,1942,1965,1915,1973,Austria,,,,,,
Larry Fishburne,,,M,,,,,,,,,,,,
Carrie Fisher,Fisher,Carrie,F,strong personality,1975,1980,1956,,USA,,,,,,
Cindy Fisher,,,F,,,,,,,,,,,,
Eddie Fisher,Fisher,Edwin Jack,M,,1950,1966,1928,,,,,,,,
Frances Fisher,,,F,,,,,,,,,,,,
Minnie Maddern Fiske,Fiske,Minnie,F,,1913,1915,1866,1932,USA,,,,,,
Barry Fitzgerald,Shields,William,M,diminutive,1930,1959,1888,1961,Ireland,,,,,,
Ella Fitzgerald,Fitzgerald,Ella,F,singer,1941,1960,1918,,USA,,,,,,
Geraldine Fitzgerald,Fitzgerald,Geraldine,F,lead,1935,1983,1912,,Ireland,,,,,,
Walter Fitzgerald,Bond,Walter,M,character,1930,1962,1896,1976,Great Britain,,,,,,
Paul Fix,Morrison,Paul Fix,M,sheriffs, doctors,1928,,1901,1983,USA,,,,,
Fannie Flagg,Flagg,Fannie,F,comedienne,1970,1978,,,USA,,,,,,
Steve Flagg,St. Angel,Michael,M,,1953,,,,Or,,,,,,
Kirsten Flagstad,Flagstad,Kirsten,F,operatic soprano,1938,1938,1895,1962,Norway,,,,,,
Ed Flanders,Flanders,Ed,M,Truman impersonator,1971,1981,1934,,USA,,,,,,
Susan Flannery,Flannery,Susan,F,general purpose,1974,1979,1943,,USA,,,,,,
James Flavin,Flavin,James,M,genial or bewildered cop,1933,1967,1906,1976,USA,,,,,,
Rhonda Fleming,Louis,Marilyn,F,lead,,,1922,,USA,,,,,,
