"movie_id",,"stage_name","role_type","role_description","role_name"
"FrM10","The Sixth Sense",,,"boy sees ghosts","errorD/error"
"FrM10","The Sixth Sense","Helen Joe Osment",,"bewildered mother","AAN,""errorD, Sp(An)/error"
"FrM10",,,,"psychiatrist's wife, feeels left out",
"FrM10","The Sixth Sense","Toni Collette",,,"AAN"
"FrM10","The Sixth Sense","Oliver Williams",,,"errorT/error"
"FrM10","The Sixth Sense","Tigger Moore",,,"errorT"
"FrN3","The Mark of Zorro","Douglas Fairbanks",,"swashbuckler, liberator",
"FrN3","The Mark of Zorro","Marguerite dela Motte",,"beauty",
"FrN3","The Mark of Zorro","Noah Beery",,"oppressor",
"FrN5","Blood and Sand","Rudolph Velentino",,"matador",
"FrN5","Blood and Sand","Nita Naldi",,"aristocratic temptress","Dona Sol"
"FrN5","Blood and Sand","Lila Lee",,,
"FrN5","Blood and Sand","Walter Long",,,
"FrN5","Blood and Sand","George Field",,,
"FrN5","Blood and Sand","Rose Rosanova",,,
"FrN5","Blood and Sand","Leo White",,,
"FrN5","Blood and Sand","George Perolat",,,
"FrN8","Ben Hur","Ramon Novarro",,"roman charioteer",
"FrN8","Ben Hur","Francis X. Bushman",,,"Messala"
"FrN8","Ben Hur","Carmel Meyers",,,
"FrN8","Ben Hur","May McAvoy",,,
"FrN8","Ben Hur","Betty Bronson",,,
"FrN9","Camille","Norma Talmadge","vamp","courtesan","Camille"
"FrN9","Camille","Gilbert Roland","crook","hero","Armand"
"FrN11","The Mysterious Lady","Greta Garbo","savior, vamp","glamorous Russian spy",
"FrN11","The Mysterious Lady","Conrad Nagel",,"Austrian captain, seduced, saved",
"FrN11","The Mysterious Lady","Gustav vonSeyffertitz",,"spy chief",
"FRo8","Quadrophenia","The Who","Mus","outrageous rock group","The Who"
"FRo8","Quadrophenia","Phil Daniels","Mus",,"James Michael ""Jimmy"" Cooper"
"FRo8","Quadrophenia","Sting","Mus","singer","Ace"
"FRo10","Lords of Discipline","David Keith",,,
"FRo20","K2","Michael Biehn",,"successful climber, biophysicist, falls rescues","Lou Reichardt"
"FRo20","K2","Matt Craven",,"successful climber, lawyer, savior","Jim Wickwise"
"FRo20","K2","Patricia Charbonneau",,"sponsor's assistant, climber",
"FRo20","K2","Julia NicksonSoul",,"wife","Cindy"
"FRo20","K2","Raymond J. Barry",,"sponsor",
"FRo20","K2","Hiroshi Fujioka",,"climber, falls, returns, dies",
"FRo20","K2","Jamal Shah",,"Sherpa guide","Malik"
"FRo20","K2","Luca Bercovici",,"climber, dies, body found","Carlos"
"FRo20","K2","Tim vanRellin",,"rescuer","Steiner"
"FRo20","K2","Annie Grindley",,"pickup",
"FRo20","K2","Elena Stickler",,"pickup",
"FRo28","Cleopatra","Leonor Varela",,"queen","Cleopatra"
"FRo28","Cleopatra","Timothy Dalton",,"emperor","Ceasar"
"FRo28","Cleopatra","Billy Zane",,"general","Marc Anthony"
"FRo28","Cleopatra","Rupert Graves",,"cowardly senator","Octavian"
"FrP2","A Star is Born","Barbra Streisand",,,"GG"
"FrP2","A Star is Born","Kris Kristofferson",,,
"FrP10","King of the Gypsies","Sterling Hayden",,"gipsy leader",
"FrP10","King of the Gypsies","Brooke Shields",,"beloved, kidnapped",
"FrP10","King of the Gypsies","Eric Roberts",,,
"FrP10","King of the Gypsies","Susan Sarandon",,,
"FrP10","King of the Gypsies","Shelley Winters",,,
"FrP10","King of the Gypsies","Judd Hirsch",,,
"FrP14","The Looking Glass War","Christopher Jones",,,
"FrP14","The Looking Glass War","Ralph Richardson",,,
"FrP14","The Looking Glass War","Pia Degermark",,,
"FrP14","The Looking Glass War","Paul Rogers",,,
"FrP14","The Looking Glass War","Anthony Hopkins",,,
"FrR17","Christ Stopped at Eboli","Gian Maria Volonte",,"exciled doctor","errorR(An)/error"
"FrR17","Christ Stopped at Eboli","Alain Cluny",,,
"FrR17","Christ Stopped at Eboli","Paolo Bonacelli",,,
"FrR17","Christ Stopped at Eboli","Lea Massari",,,
"FrR17","Christ Stopped at Eboli","Irene Pappas",,,
"FrR17","Christ Stopped at Eboli","Francois Simon",,,
"FrR20","Carmen","Julia MigenesJohnson","vamp","vamp","Carmen"
"FrR20","Carmen","Placido Domingo",,"seduced soldier","Don Jose"
"FrR20","Carmen","Ruggiero Raimondi",,"toreador","Escamillo"
"FrR20","Carmen",,,"true girlfriend",
"FrR20","Carmen",,,"cigarette worker, stabbed",
"FrS10","The Chicken Chronicles","Phil Silvers",,,
"FrS10","The Chicken Chronicles","Ed Lauter",,"comic",
"FrS10","The Chicken Chronicles","Steven Guttenberg",,"teenager",
"FrS10","The Chicken Chronicles","Meridith Baer",,,
"FrS10","The Chicken Chronicles","Lisa Reeves",,,
"FrT5","Son of Paleface","Bob Hope",,"tenderfoot",
"FrT5","Son of Paleface","Roy Rogers",,"government agent",
"FrT5","Son of Paleface","Jane Russell",,"lady bandit",
"FrT5","Son of Paleface","Trigger","animal","horse",
"FrT5","Son of Paleface","Douglass Dumbrille",,,
"FrT5","Son of Paleface","Haryy VonZell",,,
"FrT5","Son of Paleface","Bill Williams",,,
"FrT5","Son of Paleface","Lloyd Corrigan",,,
"FrT7","Susan Slept Here","Dick Powell",,"scriptwriter",
"FrT7","Susan Slept Here","Debbie Reynolds",,"teenage waif","Susan"
"FrT7","Susan Slept Here","Anne Francis",,,
"FrT7","Susan Slept Here","Glenda Farrell",,,
"FrT7","Susan Slept Here","Alvey Moore",,,
"FrT10","Artists and Models","Dean Martin",,"young telepathic goon",
"FrT10","Artists and Models","Jerry Lewis",,"artist friend",
"FrT10","Artists and Models","Shirley MacLaine",,,
"FrT10","Artists and Models","Dorothy Malone",,,
"FrT10","Artists and Models","Eddire mayhoff",,,
"FrT10","Artists and Models","Eva Gabor",,,
"FrT10","Artists and Models","Anita Eckberg",,,
"FrT10","Artists and Models","George `Foghorn' Winslow",,,
"FrT10","Artists and Models","Jack Elam",,,
"FrT13","The Girl Can't Help It","Jayne Mansfield",,"dumb moll, to become star, likes to cook","Jerri"
"FrT13","The Girl Can't Help It","Tom Ewell",,"theatrical agent","Tom Miller"
"FrT13","The Girl Can't Help It","Edmond OBrien",,"retired gangster","Fats Smarty Murdock"
"FrT13","The Girl Can't Help It","Henry Jones",,"goon","Mousie"
"FrT13","The Girl Can't Help It","John Emery",,,
"FrT13","The Girl Can't Help It","Julie London",,"singer, apparition","Julie London"
"FrT13","The Girl Can't Help It","Ray Anthony",,"band leader","Ray Anthony"
"FrT13","The Girl Can't Help It","Fats Domino",,"jazz player",
"FrT13","The Girl Can't Help It","Eddy Cochran",,"rock player",
"FrT13","The Girl Can't Help It","Little Richard",,"rock star singer",
"FrT13","The Girl Can't Help It","The Platters",,"singers",
"FrT13","The Girl Can't Help It",,,"gospel singer",
"FrT13","The Girl Can't Help It","Henry Jones",,,
"FrT13","The Girl Can't Help It","Eddie Fountain",,"band leader",
"FrT13","The Girl Can't Help It","Johnny Ray",,"singer, accordion player","errorR(An)/error"
"FrT13","The Girl Can't Help It",,,"newspaper boy","Barry"
"FrT16","Will Success Spoil Rock Hunter?","Jayne Mansfield",,,
"FrT16","Will Success Spoil Rock Hunter?","Tony Randall",,"advertsing man, to be the world greatest lover",
"FrT16","Will Success Spoil Rock Hunter?","Betsy Drake",,,
"FrT16","Will Success Spoil Rock Hunter?","Joan Blondell",,,
"FrT16","Will Success Spoil Rock Hunter?","John Williams",,,
"FrT16","Will Success Spoil Rock Hunter?","Mickey Hargitay",,,
"FrT20","Rock a Bye Baby","Jerry Lewis",,"admirer",
"FrT20","Rock a Bye Baby","Marilyn Maxwell",,"movie star, mather",
"FrT20","Rock a Bye Baby","Reginald Gardiner",,,
"FrT20","Rock a Bye Baby","Salavtore Baccaloni",,,
"FrT20","Rock a Bye Baby","Hans Conried",,,
"FrT20","Rock a Bye Baby","Isobel Elsom",,,
"FrT20","Rock a Bye Baby","Jimmie Gleason",,,
"FrT20","Rock a Bye Baby","Isa Moore",,,
"FrT20","Rock a Bye Baby","Connie Stevens",,,
"FrT22","Say One For Me","Bing Crosby",,"parish priest",
"FrT22","Say One For Me","Robert Wagner",,,
"FrT22","Say One For Me","Debbie Reynolds",,,
"FrT22","Say One For Me","Ray Walston",,,
"FrT22","Say One For Me","Les Tremayne",,,
"FrT22","Say One For Me","Connie Gilchrist",,,
"FrT22","Say One For Me","Frank McHugh",,,
"FrT22","Say One For Me","Joe Besser",,,
"FrT22","Say One For Me","Sebastion Cabot",,,
"FrT23","Cinderfella","Jerry Lewis",,"poor guy",
"FrT23","Cinderfella","Ed Wynn",,,
"FrT23","Cinderfella","Judith Anderson",,,
"FrT23","Cinderfella","Anna Maria Alberghetti",,,
"FrT23","Cinderfella","Henry Silva",,,
"FrT23","Cinderfella","Robert Hutton",,,
"FrT23","Cinderfella","Count Basie",,,
"FrT25","The Disorderly Orderly","Jerry Lewis",,,
"FrT30","The Alphabet Murders","Tony Randall",,"detectice","Poirot"
"FrT30","The Alphabet Murders","Robert Morley",,,"Major Hastings"
"FrT30","The Alphabet Murders","Anita Ekberg",,,
"FrT30","The Alphabet Murders","Maurice Denham",,,
"FrT30","The Alphabet Murders","James Villiers",,,
"FrT30","The Alphabet Murders","Guy Rolfe",,,
"FrT32","The Glass Bottom Boat","Doris Day","suspect, innocent","widow, plant guide, mermaid impersonator, spy suspect",
"FrT32","The Glass Bottom Boat","Rod Taylor",,"senior scientist. fishes",
"FrT32","The Glass Bottom Boat","Arthur Godfrey",,"tour boat captain, father",
"FrT32","The Glass Bottom Boat","John McGiver",,,
"FrT32","The Glass Bottom Boat","Paul Lynde",,"general","errorR(An)/error"
"FrT32","The Glass Bottom Boat","Edward Andrews",,,
"FrT32","The Glass Bottom Boat","Eric Fleming",,"guard","Homer"
"FrT32","The Glass Bottom Boat","Dom deLuise",,"fat boss",
"FrT32","The Glass Bottom Boat","Dick Martin",,"business partner",
"FrT32","The Glass Bottom Boat","George Tobias",,,"Mr.Fenimore"
"FrV10","La Che\`evre",,,"unlucky woman","Marie Bens"
"FrV10","La Che\`evre","Gerard Depardieu",,"loser, hired to find Marie",
"FrV10","La Che\`evre","Pierre Richard",,"father",
"FrV20","Les Fugitifs","Gerard Depardieu",,"repentent gangster",
"FrV20","Les Fugitifs","Pierre Richard",,"small-time crook",
"FrW1","Play Girl","Kay Francis",,"golddigger",
"FrW1","Play Girl","James Ellison",,,
"FrW1","Play Girl","Mildred Coles",,"maid",
"FrW1","Play Girl","Nigel Bruce",,,
"FrW1","Play Girl","Margaret Hamilton",,,
"FrW1","Play Girl","Katherine Alexander",,"girlfriend",
"FrW10","Lady Scarface","Judith Anderson",,"gangster",
"FrW10","Lady Scarface","Dennis OKeefe","agent","police officer",
"FrW10","Lady Scarface","Frances Neal",,"photographer",
"FrW10","Lady Scarface","Mildred Coles",,,
"FrW10","Lady Scarface","Eric Blore",,"crook","errorR(An)/error"
"FrW10","Lady Scarface","Marc Lawrence",,,
"FSc5","The Chant of Jimmy Blacksmith","Tommy Lewis",,"abused half-aborigine, murders",
"FSc5","The Chant of Jimmy Blacksmith","Freddy Reynolds",,"aborigine",
"FSc10","Barbarosa","Willie Nelson",,"expelled Indian son, returns","Barbarosa"
"FSc10","Barbarosa","Gary Busey",,,
"FSc10","Barbarosa","Gilbert Roland",,"patriarch, father-in-law","Don Braulio Zavala"
"FSc13","Iceman","Timothy Hutton",,"thawed Neanderthal","errorR(An)/error"
"FSc13","Iceman","Lindsay Crouse",,"scientist","errorR(An)/error"
"FSc13","Iceman","John Lone",,,
"FSc15","Plenty","Meryl Streep","crook, psychopath","neurotic English fighter in the French Resistance",
"FSc15","Plenty","Charles Dance","savior, victim","foreign service officer",
"FSc15","Plenty","Tracey Ullman","savior","English pal",
"FSc15","Plenty","John Gielgud","crook","wartime lover, parachutist","Darwin"
"FSc15","Plenty","Sting",,"unfeeling lover",
"FSc15","Plenty","Ian McKellen",,,
"FSc15","Plenty","Sam Neill",,,
"FSc18","Roxanne","Steve Martin",,"big-nosed, modern Cyrano de Bergerac","C.D. Bales"
"FSc18","Roxanne","Daryl Hannah",,"love",
"FSc20","A Cry in the Dark","Meryl Streep","suspect","suspect, religious, hard scrappy mother","Lindy"
"FSc20","A Cry in the Dark","Sam Neill","wimp","wimp, father, pastor","errorR(An)/error"
"FSc20","A Cry in the Dark",,"villain","forensic scientist",
"FSc20","A Cry in the Dark",,,"lawyer",
"FSc20","A Cry in the Dark","Charles `Bud' Tingwell",,,"Muirhead"
"FSc20","A Cry in the Dark","Bruce Myles",,,
"FSc20","A Cry in the Dark","Dennis Miller",,,
"FSc20","A Cry in the Dark","Neil Fitzpatrick",,,
"FSc25","The Russia House","Sean Connery",,"boozy publisher","Barley"
"FSc25","The Russia House","Michelle Pfeiffer",,"heroic Russian editor, love","Katya"
"FSc25","The Russia House","Roy Scheider","agent","US intelligence agent",
"FSc25","The Russia House","Klaus Maria Brandauer",,"physicist author","Dante"
"FSc25","The Russia House","Nikolai Pastukhov",,,
"FSc25","The Russia House","James Fox","agent","donnish British intelligence agent",
"FSc25","The Russia House","Ken Russell","sidekick","exuberant British Sovietologist",
"FSc27","Mr.~Baseball","Tom Selleck",,,
"FSc29","Six Degrees of Separation","Stockard Channing",,"attractive, art dealer's wife","Ouisa"
"FSc29","Six Degrees of Separation","Will Smith",,"preppy young black hustler","Paul Poitier"
"FSc29","Six Degrees of Separation","Donald Sutherland",,"older husband, art dealer","Flan Kittredge"
"FSc29","Six Degrees of Separation","Ian McKellen",,,
"FSc29","Six Degrees of Separation","Bruce Davison",,,
"FSc29","Six Degrees of Separation","Mary Beth Hurt",,,
"FSc29","Six Degrees of Separation","Eric Thal",,,
"FSc29","Six Degrees of Separation","Anthony Michael Hall",,"gay MIT Nerd","Trent"
"FSc29","Six Degrees of Separation","Heather Graham",,,
"FSc29","Six Degrees of Separation","Arlene Dahl","cameo, role","dinner hostess",
"FSc31","I.Q.","Tim Robbins",,"mechanic, particpates in cold fusion hoax to win Katherine","Ed Walters"
"FSc31","I.Q.","Meg Ryan",,"Einstein's niece, looks for high IQ","Katherine Boyd"
"FSc31","I.Q.","Walter Matthau",,"physicist, mathematician","Albert Einstein"
"FSc31","I.Q.",,,"psychologist, discovers hoax","Paul Morgan"
"FSc31","I.Q.",,,"fellow physicist",
"FSc31","I.Q.",,,"president","Eisenhower"
"FSc31","I.Q.","Stephen Fry",,"intended fiancee",
"FSc34","Zeus and Roxanne","Steve Gutenberg",,"father, rock and roll artist",
"FSc34","Zeus and Roxanne",,,"kid",
"FSc34","Zeus and Roxanne","Catherine Quinlan","love interest",,
"FSh10","Savage Attraction","Kerry Mack",,,
"FSh10","Savage Attraction","Ralph Schicha",,,
"FSl10","Halfmoon","Paul Bowles",,"narrator",
"FSl10","Halfmoon","Samir Guesmi",,"alcoholic",
"FSl10","Halfmoon","Khaled Ksouri",,"hashish smoker",
"FSl10","Halfmoon","Sondos Belhasseni",,"charming seductress",
"FSl10","Halfmoon","Veronica Quilligan",,"tense young wife",
"FSl10","Halfmoon","San Cox",,"adventurous husband",
"FSl10","Halfmoon","Said Zakir",,"young orphan, becomes a cobra",
"FSt10","Vampire Bat","Lionel Atwill",,"mad doctor","Otto vonNiemann"
"FSt10","Vampire Bat","Lionel Belmore",,"mayor",
"FSt10","Vampire Bat","Dwight Frye",,"idiot batkeeper",
"FSt10","Vampire Bat","Robert Fraser",,"servant",
"FSt10","Vampire Bat","Fay Wray",,"almost victim",
"FSt10","Vampire Bat","Melvyn Douglas",,"hero",
"FSt20","Blondie","Arthur Lake",,"bumbling huband","Dagwood Bumstead"
"FSt20","Blondie","Penny Singleton",,"competent wife","Blondie"
"FSt20","Blondie","Larry Simms",,"son","errorR(An)/error"
"FSt20","Blondie",,"animal","dog","Daisy"
"FSt20","Blondie","Jonathan Hale",,"boss","Mr.~Dithers"
"FSt20","Blondie","Gene Lockhart",,"neighbor","errorR(An)/error"
"FSt20","Blondie","Ann Doran",,"daughter","errorR(An)/error"
"FSt20","Blondie","Irving Bacon",,"mailman",
"FT1","Miston","sr",,"adored","Bernadette"
"FT1","Miston","brat",,"one of five","Miston"
"FT2","Les Quatre-Cents Coups","JeanPierre Leaud",,"alienated adolescent","Antoine Doinel"
"FT2","Les Quatre-Cents Coups","Clare Maurier",,"mother",
"FT2","Les Quatre-Cents Coups","Albert Remy",,"father",
"FT2","Les Quatre-Cents Coups","Patrick Auffay",,,
"FT3","Tirez sur le pianiste","Charleznavour",,"sad-faced pianist","Charlie"
"FT3","Tirez sur le pianiste","Nicole Berger",,,
"FT3","Tirez sur le pianiste","Marie Dubois",,,
"FT3","Tirez sur le pianiste","Albert R`emy",,,
"FT3","Tirez sur le pianiste","Mich`ele Mercier",,,
"FT3","Tirez sur le pianiste","Daniel Boulanger",,,
"FT4","Jules et Jim","Jeanne Moreau",,"indecisive, destructive, marries Jim, suicide",
"FT4","Jules et Jim","Henri Serre",,"lively French student","Jim"
"FT4","Jules et Jim","Oscar Werner",,"out-of-touch German, escapes, return later","Jules"
"FT4","Jules et Jim","Sabine Haudepin",,"steady girlfriend","Julia"
"FT4","Jules et Jim","Marie Dubois",,,
"FT4","Jules et Jim","Varna Urbin",,,
"FT4","Jules et Jim",,,,"Marie-Therese"
"FT6","La peau douce","Jean DeSailly","villain","author, unfaithful, shot",
"FT6","La peau douce","Francoise Dorleac","innocent","stewardess, mistress",
"FT6","La peau douce","Nelly Benedetti","victim","wife, shoots husband",
"FT6","La peau douce","Daniel Ceccaldi",,"father-in-law",
"FT6","La peau douce","Laurence Badie",,"mother-in-law",
"FT6","La peau douce","Phillipe Duval","innocent","provincial intellectual","errorR(An)/error"
"FT6","La peau douce","Paule Emmanuele",,"mademoiselle",
"FT6","La peau douce","Maurice Garvel",,,
"FT6","La peau douce","Jean Lanier",,,
"FT6","La peau douce","Sabine Haudepin",,"daughter",
"FT6","La peau douce","Dominique LaCarriere",,"secretary","errorR(An)/error"
"FT6","La peau douce","Pierre Risch",,"father-in-law","errorR(An)/error"
"FT7","Fahrenheit 415","Oskar Werner",,"fascist",
"FT7","Fahrenheit 415","Julie Christie",,,"rnumber1/rnumber"
"FT7","Fahrenheit 415","Julie Christie",,,"rnumber2/rnumber"
"FT7","Fahrenheit 415","Cyril Cusack",,,
"FT7","Fahrenheit 415","Anton Diffring",,,
"FT7","Fahrenheit 415","Jeremy Spenser",,,
"FT7","Fahrenheit 415","Mark Lester",,,
"FT8","La Marie Etait En Noir","Jeanne Moreau",,"melancholy bride, looses fianc\'ee, kills villains","Julie"
"FT8","La Marie Etait En Noir","JeanLouis Richard",,"naive bachelor, poisoned","errorR(An)/error"
"FT8","La Marie Etait En Noir","Michel Bouquet",,"artist, falls for Julie, killed by arrow",
"FT8","La Marie Etait En Noir","Charles Denner",,"politician, aphixiated in closet","errorR(An)/error"
"FT8","La Marie Etait En Noir","Claude Rich",,"bridegroom, pushed of window ledge","errorR(An)/error"
"FT8","La Marie Etait En Noir","JeanClaude Brialy",,"bridegroom's friend, guesses Julie's identity","errorR(An)/error"
"FT8","La Marie Etait En Noir","Michel Lonsdale",,"used car dealer, stabbed in jail","errorR(An)/error"
"FT9","Baisers Vol\'es","JeanPierre Leaud",,"shy detective",
"FT9","Baisers Vol\'es","Delphine Seyrig",,"older woman, love",
"FT9","Baisers Vol\'es","Claude Jade",,"girlfriend",
"FT10","La Sir\'ene du Missisippi","JeanPaul Belmondo",,"plantation owner, cheated",
"FT10","La Sir\'ene du Missisippi","Catherine Deneuve",,"mail order bride",
"FT10","La Sir\'ene du Missisippi","Michel Bouquet",,,
"FT10","La Sir\'ene du Missisippi","Nelly Borgeaud",,,
"FT11","L'Enfant Sauvage","JeanPierre Cargol","innocent","wild child of Aveyron",
"FT11","L'Enfant Sauvage","Francois Truffaut","scientist","doctor, mentor","Jean Itard"
"FT11","L'Enfant Sauvage","Francoise Seigner",,,
"FT11","L'Enfant Sauvage","Jean Daste",,,
"FT12","Domicile Conjugal","JeanPierre Leaud",,"unfaithful husband",
"FT12","Domicile Conjugal","Claude Jade",,"wife",
"FT12","Domicile Conjugal","Hiroke Berghauer",,"impassive love",
"FT12","Domicile Conjugal","Daniel Ceccaldi",,"father-in-law","errorR(An)/error"
"FT13","Les deux anglaises et le continent","Kika Markham",,"second girl",
"FT13","Les deux anglaises et le continent","Stacey Tenderer",,"first girl",
"FT13","Les deux anglaises et le continent","JeanPierre Leaud",,"shared lover, loses both",
"FT13","Les deux anglaises et le continent","Phillippe Leotard",,,
